Date,Close,High,Low,Open,Volume,Company,Ticker
,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,,
2024-11-01,857.0651245117188,860.419743696405,851.5397737386437,854.9437742666823,1759692,HDFC Bank,HDFCBANK.NS
2024-11-04,845.6197509765625,860.8637106769045,844.0411138190809,860.8637106769045,28089248,HDFC Bank,HDFCBANK.NS
2024-11-05,867.2030029296875,869.5956493162819,837.6277954866241,840.1437747820238,44232406,HDFC Bank,HDFCBANK.NS
2024-11-06,865.92041015625,873.9370497603172,861.0364145993881,873.9370497603172,27787910,HDFC Bank,HDFCBANK.NS
2024-11-07,861.62841796875,868.7323455565536,857.4104082699865,860.5184217555121,18895456,HDFC Bank,HDFCBANK.NS
2024-11-08,865.5256958007812,869.1517316326272,861.2830556229201,864.3170573375987,19902986,HDFC Bank,HDFCBANK.NS
2024-11-11,871.3717041015625,879.5116762015548,863.9223481240455,865.5750573030832,24565362,HDFC Bank,HDFCBANK.NS
2024-11-12,847.6423950195312,875.6636561032956,842.9311140165652,874.1836611915717,31395406,HDFC Bank,HDFCBANK.NS
2024-11-13,829.463134765625,853.1677439816382,825.3438276461692,846.9270867373347,35728500,HDFC Bank,HDFCBANK.NS
2024-11-14,835.087158203125,841.05645917869,824.8998474928816,825.39317914741,27146470,HDFC Bank,HDFCBANK.NS
2024-11-18,841.1797485351562,847.987749103584,836.1971111266544,838.6637692715708,27081968,HDFC Bank,HDFCBANK.NS
2024-11-19,859.507080078125,865.1803941380466,839.9957889401087,845.5704607570133,50981272,HDFC Bank,HDFCBANK.NS
2024-11-21,858.989013671875,867.7703408111802,855.5356922473849,863.0343691875372,35716512,HDFC Bank,HDFCBANK.NS
2024-11-22,861.1597290039062,865.4517505554312,853.2417920363309,860.1484352390544,24773612,HDFC Bank,HDFCBANK.NS
2024-11-25,880.8929443359375,889.7482832055338,870.6810037082952,880.6216480727867,427737274,HDFC Bank,HDFCBANK.NS
2024-11-26,880.8683471679688,892.9302818593218,873.0983737208503,892.9302818593218,30935566,HDFC Bank,HDFCBANK.NS
2024-11-27,894.06494140625,896.5562300169572,880.6709755435701,883.0143007972586,32714976,HDFC Bank,HDFCBANK.NS
2024-11-28,884.6176147460938,905.8061839354122,882.07694483503,897.3702251985009,35722392,HDFC Bank,HDFCBANK.NS
2024-11-29,886.04833984375,890.2662893460416,879.561016559754,888.6383310231244,27669536,HDFC Bank,HDFCBANK.NS
2024-12-02,890.3156127929688,892.0176431336934,875.6636867426915,889.7236388960249,15110876,HDFC Bank,HDFCBANK.NS
2024-12-03,900.9715576171875,906.4475265301775,895.9395389832724,899.1955156163089,43410242,HDFC Bank,HDFCBANK.NS
2024-12-04,917.6461791992188,920.0635162996781,903.3642521901575,906.7435619082082,44669084,HDFC Bank,HDFCBANK.NS
2024-12-05,920.4335327148438,927.4388181075851,905.3622266087298,917.596875706611,39682714,HDFC Bank,HDFCBANK.NS
2024-12-06,915.5494995117188,919.6688066050771,909.7035317020062,916.1168429341786,17783156,HDFC Bank,HDFCBANK.NS
2024-12-09,922.5301513671875,927.4634676846591,912.1701871004972,914.4641912323508,26947912,HDFC Bank,HDFCBANK.NS
2024-12-10,921.5928344726562,926.3288062229569,916.881553393078,926.3288062229569,13325480,HDFC Bank,HDFCBANK.NS
2024-12-11,919.1261596679688,923.4675021564423,915.9935158212785,918.4354833328279,14045426,HDFC Bank,HDFCBANK.NS
2024-12-12,917.2268676757812,921.864197216933,912.0221946944998,913.1568815747593,17293790,HDFC Bank,HDFCBANK.NS
2024-12-13,923.3934936523438,924.9968214762359,902.4268990322158,918.8301759997277,19009002,HDFC Bank,HDFCBANK.NS
2024-12-16,920.1621704101562,922.5054957499956,915.2535445762154,920.1128492893367,13107082,HDFC Bank,HDFCBANK.NS
2024-12-17,904.4002685546875,918.7562078618506,901.0702798391582,915.7962178924912,21079532,HDFC Bank,HDFCBANK.NS
2024-12-18,893.2755737304688,905.7568882727958,891.5242825465077,902.7228866518356,23422312,HDFC Bank,HDFCBANK.NS
2024-12-19,884.790283203125,888.5395915672278,877.6369745293333,887.7995941182149,25380770,HDFC Bank,HDFCBANK.NS
2024-12-20,873.93701171875,886.7883251977108,871.7417099804251,879.2156362475025,25692348,HDFC Bank,HDFCBANK.NS
2024-12-23,888.4902954101562,890.956953642833,878.7716860618692,879.1169941259847,11044592,HDFC Bank,HDFCBANK.NS
2024-12-24,887.0596313476562,892.2889348142179,882.8416818560752,889.0083275055933,14485834,HDFC Bank,HDFCBANK.NS
2024-12-26,883.4336547851562,893.916952377888,878.5003382709294,887.2816657547127,10481678,HDFC Bank,HDFCBANK.NS
2024-12-27,887.1336669921875,890.9322967259654,882.6196702111419,885.4316968356189,7259330,HDFC Bank,HDFCBANK.NS
2024-12-30,877.0943603515625,895.3969526845203,873.6903598921683,884.1489668763874,22222218,HDFC Bank,HDFCBANK.NS
2024-12-31,874.60302734375,879.0183818635131,871.0263727843891,873.3450677348718,14117236,HDFC Bank,HDFCBANK.NS
